00:57:09.921 WARN  ~~ LOOPS: 15. ENTITY #: 1361//903. VIEW #: 2. BACKLOGGED :: 107.200%! ~~ 
03:46:27.400 WARN  Total cycle time: 592 
03:46:27.400 WARN  Total player update time: 84 
03:46:27.400 WARN  Total lb+minimap processing time: 158 
03:46:27.400 WARN  Total entity physics calculation time: 16 
03:46:27.401 WARN  Total entity life+thought cycle time: 359 
03:46:27.401 WARN  Total entity selfie-taking time: 34 
03:46:27.401 WARN  Total time: 1433 
03:46:28.649 WARN  ~~ LOOPS: 7. ENTITY #: 2756//1599. VIEW #: 2. BACKLOGGED :: 366.857%! ~~ 
03:46:28.649 WARN  Total activation time: 75 
03:46:28.649 WARN  Total collision time: 96 
03:46:28.649 WARN  Total cycle time: 685 
03:46:28.649 WARN  Total player update time: 65 
03:46:28.649 WARN  Total lb+minimap processing time: 145 
03:46:28.649 WARN  Total entity physics calculation time: 9 
03:46:28.649 WARN  Total entity life+thought cycle time: 381 
03:46:28.649 WARN  Total entity selfie-taking time: 51 
03:46:28.649 WARN  Total time: 1507 
03:46:29.886 WARN  ~~ LOOPS: 7. ENTITY #: 2828//1680. VIEW #: 2. BACKLOGGED :: 313.286%! ~~ 
03:46:29.886 WARN  Total activation time: 83 
03:46:29.886 WARN  Total collision time: 81 
03:46:29.886 WARN  Total cycle time: 567 
03:46:29.887 WARN  Total player update time: 120 
03:46:29.887 WARN  Total lb+minimap processing time: 173 
03:46:29.887 WARN  Total entity physics calculation time: 4 
03:46:29.887 WARN  Total entity life+thought cycle time: 373 
03:46:29.887 WARN  Total entity selfie-taking time: 26 
03:46:29.887 WARN  Total time: 1427 
03:46:31.077 WARN  ~~ LOOPS: 7. ENTITY #: 2933//1731. VIEW #: 2. BACKLOGGED :: 309.429%! ~~ 
03:46:31.077 WARN  Total activation time: 69 
03:46:31.077 WARN  Total collision time: 85 
03:46:31.077 WARN  Total cycle time: 568 
03:46:31.078 WARN  Total player update time: 121 
03:46:31.078 WARN  Total lb+minimap processing time: 177 
03:46:31.078 WARN  Total entity physics calculation time: 7 
03:46:31.078 WARN  Total entity life+thought cycle time: 389 
03:46:31.078 WARN  Total entity selfie-taking time: 33 
03:46:31.078 WARN  Total time: 1449 
03:46:32.429 WARN  ~~ LOOPS: 7. ENTITY #: 3049//1813. VIEW #: 2. BACKLOGGED :: 376.714%! ~~ 
03:46:32.429 WARN  Total activation time: 87 
03:46:32.429 WARN  Total collision time: 87 
03:46:32.429 WARN  Total cycle time: 705 
03:46:32.429 WARN  Total player update time: 93 
03:46:32.429 WARN  Total lb+minimap processing time: 173 
03:46:32.429 WARN  Total entity physics calculation time: 10 
03:46:32.430 WARN  Total entity life+thought cycle time: 456 
03:46:32.430 WARN  Total entity selfie-taking time: 29 
03:46:32.430 WARN  Total time: 1640 
03:46:33.695 WARN  ~~ LOOPS: 6. ENTITY #: 3036//1870. VIEW #: 2. BACKLOGGED :: 379.500%! ~~ 
03:46:33.695 WARN  Total activation time: 73 
03:46:33.695 WARN  Total collision time: 81 
03:46:33.695 WARN  Total cycle time: 605 
03:46:33.695 WARN  Total player update time: 89 
03:46:33.695 WARN  Total lb+minimap processing time: 180 
03:46:33.695 WARN  Total entity physics calculation time: 14 
03:46:33.696 WARN  Total entity life+thought cycle time: 342 
03:46:33.696 WARN  Total entity selfie-taking time: 17 
03:46:33.696 WARN  Total time: 1401 
03:46:34.883 WARN  ~~ LOOPS: 6. ENTITY #: 2995//1844. VIEW #: 2. BACKLOGGED :: 375.500%! ~~ 
03:46:34.884 WARN  Total activation time: 59 
03:46:34.884 WARN  Total collision time: 76 
03:46:34.884 WARN  Total cycle time: 616 
03:46:34.884 WARN  Total player update time: 89 
03:46:34.884 WARN  Total lb+minimap processing time: 182 
03:46:34.884 WARN  Total entity physics calculation time: 12 
03:46:34.884 WARN  Total entity life+thought cycle time: 353 
03:46:34.884 WARN  Total entity selfie-taking time: 26 
03:46:34.884 WARN  Total time: 1413 
17:04:20.579 ERROR Cannot read property 'index' of undefined
TypeError: Cannot read property 'index' of undefined
    at set.UPGRADES_TIER_2.forEach (/home/ubuntu/workspace/arras.io/src/server/server.js:1841:29)
    at Array.forEach (<anonymous>)
    at Entity.define (/home/ubuntu/workspace/arras.io/src/server/server.js:1837:33)
    at exportDefintionsToClient (/home/ubuntu/workspace/arras.io/src/server/server.js:2762:26)
    at Object.<anonymous> (/home/ubuntu/workspace/arras.io/src/server/server.js:2792:7)
    at Module._compile (module.js:624:30)
    at Object.Module._extensions..js (module.js:635:10)
    at Module.load (module.js:545:32)
    at tryModuleLoad (module.js:508:12)
    at Function.Module._load (module.js:500:3) 
17:04:20.579 ERROR testbed_misc 
